,id,female_director,female_ratio
107,96357,1,0.42857142857142855
108,197,0,0.5655737704918032
109,103,0,0.5789473684210527
110,33542,0,0.6923076923076923
111,43566,0,0.3157894736842105
112,71754,0,0.7714285714285715
113,43612,0,0.5454545454545454
114,51352,1,0.6666666666666666
115,16934,1,0.7027027027027027
116,10324,0,0.5384615384615384
117,78406,0,0.42857142857142855
118,55731,0,0.4375
119,32119,0,0.16666666666666666
120,11066,0,0.47368421052631576
121,11104,0,0.72
122,37975,1,0.859375
123,2074,0,0.6
124,27793,0,0.40625
125,44284,1,1.0
126,290157,1,1.0
127,110972,0,0.5882352941176471
128,32622,1,0.8095238095238095
129,73067,0,0.42857142857142855
130,11863,1,0.3333333333333333
131,55475,0,0.7647058823529411
132,124636,1,0.9285714285714286
133,9101,0,0.36
134,123360,1,1.0
135,5757,0,0.625
136,39428,0,0.5
137,124639,1,1.0
138,9302,0,0.4
139,11000,0,0.26666666666666666
140,249882,1,0.4444444444444444
141,16388,0,0.7058823529411765
142,9737,0,0.46153846153846156
143,30765,0,0.375
144,10474,0,0.5454545454545454
145,22279,0,0.6326530612244898
146,30157,0,0.5666666666666667
147,568,0,0.6934306569343066
148,11780,0,0.48484848484848486
149,34996,0,0.46153846153846156
150,414,0,0.7241379310344828
151,649,0,0.627906976744186
152,1873,0,0.5517241379310345
153,5894,1,0.358974358974359
154,1775,0,0.3103448275862069
155,8839,1,0.48214285714285715
156,20649,0,0.6419753086419753
157,10329,0,0.3
158,8963,0,0.26
159,26564,1,0.6428571428571429
160,8068,0,0.4444444444444444
161,8512,1,0.3157894736842105
162,1572,0,0.5606060606060606
163,13552,0,0.4230769230769231
164,259209,0,0.5555555555555556
165,6520,0,0.40625
166,9073,1,0.45
167,10428,0,0.48148148148148145
168,17447,0,0.5185185185185185
169,9886,0,0.6170212765957447
170,9482,0,0.2702702702702703
171,19326,0,0.5185185185185185
172,9344,0,0.6538461538461539
173,9071,0,0.4
174,8973,0,0.35714285714285715
175,15730,0,0.4666666666666667
176,47608,1,0.7352941176470589
177,2293,0,0.25
178,9070,0,0.37037037037037035
179,68274,0,0.8
180,48787,0,0.42105263157894735
181,34574,0,0.42857142857142855
182,1642,0,0.4473684210526316
183,11472,0,0.609375
184,36196,1,0.6666666666666666
185,11980,0,0.29411764705882354
186,58372,0,0.47619047619047616
187,32646,0,0.5454545454545454
188,10533,1,0.5238095238095238
189,56088,0,0.375
190,10802,0,0.4375
191,10149,0,0.36
192,18402,0,0.7142857142857143
193,9348,0,0.2916666666666667
194,139408,0,0.4166666666666667
195,281,1,0.41935483870967744
196,5967,1,0.7368421052631579
197,79593,0,0.6119402985074627
198,47939,1,0.375
199,36834,1,0.5769230769230769
200,9090,1,0.45161290322580644
201,3512,0,0.375
202,52856,1,0.42857142857142855
203,77350,0,0.625
204,9560,0,0.5909090909090909
205,9804,1,0.7175572519083969
206,31611,1,0.5714285714285714
207,65796,0,0.3076923076923077
208,49805,0,0.4
209,26258,0,0.26666666666666666
210,50797,0,0.6551724137931034
211,19155,1,0.8076923076923077
212,76,0,0.8205128205128205
213,11017,1,0.48936170212765956
214,37141,0,0.36363636363636365
215,9382,1,0.375
216,6715,0,0.35714285714285715
217,18256,0,0.5897435897435898
218,22625,0,0.6046511627906976
219,2292,0,0.4090909090909091
220,1909,0,0.48
221,8984,0,0.3333333333333333
222,61813,1,0.3
223,4954,0,0.2692307692307692
224,62488,0,0.125
225,10531,0,0.7567567567567568
226,11929,1,0.4230769230769231
227,8467,0,0.5454545454545454
228,10451,0,0.76
229,20156,0,0.1875
230,18395,0,0.6739130434782609
231,522,0,0.5583333333333333
232,397,0,0.3333333333333333
233,10525,0,0.5609756097560976
234,27985,1,0.7058823529411765
235,15789,1,0.3684210526315789
236,27303,1,0.5454545454545454
237,21183,0,0.4375
238,10954,1,0.7
239,47867,1,0.3333333333333333
240,43475,1,1.0
241,72031,0,0.4
242,14275,0,0.0
243,1024,0,0.5416666666666666
244,17207,0,0.2222222222222222
245,13701,0,0.3181818181818182
246,14819,0,0.06666666666666667
247,32631,0,0.45454545454545453
248,11777,0,0.14285714285714285
249,628,1,0.5454545454545454
250,87729,0,0.5
251,18713,1,0.3
252,6280,0,0.7466666666666667
253,9061,1,0.6813186813186813
254,37108,0,0.2857142857142857
255,6071,0,0.29411764705882354
256,11,0,0.5079365079365079
257,9587,1,0.7857142857142857
258,19101,0,0.7090909090909091
259,49980,0,0.8387096774193549
260,17961,1,0.6428571428571429
261,18183,0,0.84
262,4476,0,0.42857142857142855
263,11008,0,0.45161290322580644
264,47504,0,0.44
265,32325,1,0.5625
266,43742,0,0.52
267,28313,0,0.6470588235294118
268,11318,0,0.2962962962962963
269,3036,0,0.37142857142857144
270,40490,0,0.23809523809523808
271,24070,1,0.4375
272,8986,0,0.2777777777777778
273,10510,1,0.2777777777777778
274,17402,0,0.375
275,38722,0,0.46153846153846156
276,8438,0,0.2857142857142857
277,11593,0,0.5384615384615384
278,1945,0,0.6097560975609756
279,39310,0,0.23076923076923078
280,109560,0,0.4117647058823529
281,56428,0,0.3
282,63105,0,0.6923076923076923
283,131957,0,0.2857142857142857
284,241,0,0.40298507462686567
285,9058,0,0.4
286,527,0,0.6551724137931034
287,18220,1,0.8
288,6950,0,0.14814814814814814
289,101,0,0.41379310344827586
290,63020,1,0.5384615384615384
291,2307,0,0.43478260869565216
292,680,0,0.6666666666666666
293,41478,0,0.25
294,25296,0,0.7692307692307693
295,40156,1,0.6176470588235294
296,11450,0,0.37037037037037035
297,30304,1,0.9076923076923077
298,10452,0,0.5625
299,12106,0,0.19230769230769232
300,161495,0,0.2857142857142857
301,3586,0,0.6065573770491803
302,110,0,0.4
303,108,0,0.5
304,109,0,0.5
305,159185,0,0.8571428571428571
306,36357,0,0.2857142857142857
307,92769,0,0.3333333333333333
308,28033,0,0.38461538461538464
309,22586,0,0.7386363636363636
310,14334,0,0.52
311,2636,0,0.6153846153846154
312,2164,0,0.4444444444444444
313,11395,0,0.2631578947368421
314,278,0,0.6136363636363636
315,9905,0,0.4838709677419355
316,87078,0,0.6666666666666666
317,12527,0,0.875
318,20306,0,0.09090909090909091
319,36614,0,0.5789473684210527
320,27993,0,0.3684210526315789
321,31439,0,0.5263157894736842
322,9067,1,0.7441860465116279
323,9059,0,0.41025641025641024
324,193,0,0.28125
325,25066,0,0.2564102564102564
326,46797,0,0.45
327,12122,0,0.34615384615384615
328,11381,0,0.1875
329,32636,0,0.3888888888888889
330,36141,0,0.6065573770491803
331,95963,0,0.125
332,1587,0,0.6071428571428571
333,9271,1,0.47368421052631576
334,2064,0,0.6111111111111112
335,19855,0,0.5517241379310345
336,60855,1,0.8181818181818182
337,236,0,0.6153846153846154
338,48287,1,0.8235294117647058
339,3049,0,0.3793103448275862
340,2759,0,0.2857142857142857
341,12635,0,0.46875
342,10497,0,0.717391304347826
343,11382,0,0.2631578947368421
344,9331,0,0.6213592233009708
345,10731,0,0.2903225806451613
346,10464,1,0.5882352941176471
347,34152,0,0.3157894736842105
348,9495,0,0.3902439024390244
349,29973,0,0.375
350,888,0,0.3695652173913043
351,13,0,0.6598984771573604
352,712,0,0.4523809523809524
353,16295,0,0.4166666666666667
354,48992,1,0.8181818181818182
355,10879,0,0.5952380952380952
356,10660,1,0.5416666666666666
357,10714,0,0.3684210526315789
358,41647,1,0.9375
359,8587,0,0.47619047619047616
360,1689,0,0.47368421052631576
361,11596,0,0.7215189873417721
362,854,0,0.43333333333333335
363,9359,0,0.36764705882352944
364,23333,0,0.35135135135135137
365,36593,0,0.5227272727272727
366,12280,0,0.23809523809523808
367,2788,0,0.6
368,10427,0,0.3333333333333333
369,11011,0,0.2727272727272727
370,49803,0,0.5
371,8987,0,0.23529411764705882
372,1637,0,0.5735294117647058
373,15128,0,0.16666666666666666
374,8831,0,0.36666666666666664
375,36955,0,0.3939393939393939
376,10449,1,0.6851851851851852
377,10395,0,0.49019607843137253
378,12160,0,0.2857142857142857
379,40480,0,0.3333333333333333
380,52038,0,0.5
381,29444,0,0.5185185185185185
382,26352,0,0.6190476190476191
383,39953,1,0.7142857142857143
384,41580,1,0.5833333333333334
385,315,1,0.8421052631578947
386,22067,0,0.45454545454545453
387,18242,0,0.4
388,11667,0,0.34375
389,32502,0,0.3
390,267188,0,0.4
391,28732,0,0.5
392,75555,1,0.5454545454545454
393,42981,0,0.0
394,278939,1,0.3333333333333333
395,291731,1,0.625
396,226229,1,0.4
397,203119,0,0.375
398,172923,0,0.2
399,316098,1,0.6666666666666666
400,8011,0,0.23076923076923078
401,171857,0,0.25
402,2654,0,0.28
403,18069,0,0.375
404,19092,0,0.0
405,2758,0,0.2972972972972973
406,38129,0,0.0
407,10436,0,0.625
408,13595,0,0.36666666666666664
409,46094,0,0.6
410,9409,0,0.4117647058823529
411,11853,0,0.4
412,16771,0,0.2857142857142857
413,46924,0,0.34782608695652173
414,11041,1,0.4090909090909091
415,306,0,0.13513513513513514
416,14522,1,0.34285714285714286
417,26203,0,0.5
418,178,0,0.3793103448275862
419,19819,1,0.3076923076923077
420,57834,0,0.5238095238095238
421,4722,0,0.5
422,18215,1,0.6666666666666666
423,1607,0,0.7368421052631579
424,26391,0,0.23529411764705882
425,117553,0,0.4
426,6075,0,0.5339805825242718
427,11310,0,0.21052631578947367
428,18658,0,0.30434782608695654
429,9350,0,0.4318181818181818
430,9612,0,0.3023255813953488
431,2124,0,0.4
432,26261,0,0.3
433,19176,0,0.4
434,49299,0,0.375
435,11566,0,0.5980392156862745
436,9571,0,0.48
437,9739,0,0.6986301369863014
438,24257,0,0.0
439,34444,0,0.55
440,26141,0,0.2777777777777778
441,10997,0,0.782608695652174
442,50463,0,0.5416666666666666
443,10443,0,0.7358490566037735
444,20239,0,0.3
445,16297,0,0.7222222222222222
446,18551,0,0.5882352941176471
447,25440,0,0.5714285714285714
448,9024,0,0.3
449,37233,0,0.21951219512195122
450,1634,1,0.5384615384615384
451,13815,0,0.6037735849056604
452,5503,0,0.5268817204301075
453,35588,0,0.4567901234567901
454,2087,0,0.20833333333333334
455,41579,0,0.1111111111111111
456,18620,1,0.9375
457,41006,0,0.25
458,4916,0,0.26666666666666666
459,2019,0,0.6440677966101694
460,31642,0,0.4
461,9255,0,0.25925925925925924
462,26271,1,0.75
463,10612,0,0.7321428571428571
464,2259,0,0.5862068965517241
465,16097,0,0.5294117647058824
466,11934,1,0.29411764705882354
467,106143,0,0.5185185185185185
468,12475,0,0.5263157894736842
469,9386,0,0.5394736842105263
470,7984,0,0.584070796460177
471,59930,0,0.4
472,15765,0,0.7142857142857143
473,31643,0,0.1111111111111111
474,6,0,0.41935483870967744
475,329,0,0.7034482758620689
476,10909,0,0.6078431372549019
477,507,0,0.2777777777777778
478,34024,0,0.47058823529411764
479,29918,0,0.4
480,9593,0,0.6302521008403361
481,42580,0,0.3
482,22317,0,0.23529411764705882
483,1413,0,0.5
484,12121,0,0.5294117647058824
485,2246,0,0.32
486,10502,0,0.5555555555555556
487,10440,0,0.5254237288135594
488,9516,0,0.35
489,2320,0,0.225
490,5879,0,0.6
491,83718,0,0.3333333333333333
492,11971,0,0.18181818181818182
493,2625,0,0.43333333333333335
494,31911,0,0.675
495,788,0,0.5434782608695652
496,21450,0,0.3125
497,11231,0,0.391304347826087
498,41588,0,0.5
499,10447,0,0.7395833333333334
500,31586,0,0.44594594594594594
501,9300,1,0.6041666666666666
502,9559,0,0.3953488372093023
503,9800,0,0.5567010309278351
504,713,1,0.5454545454545454
505,8291,0,0.5
506,18133,0,0.38461538461538464
507,25557,0,0.3225806451612903
508,22588,0,0.19230769230769232
509,10872,0,0.25925925925925924
510,1245,0,0.5945945945945946
511,11858,1,0.16666666666666666
512,7007,0,0.275
513,10467,0,0.25
514,5550,0,0.35135135135135137
515,8005,0,0.6630434782608695
516,2088,0,0.4857142857142857
517,10412,0,0.38461538461538464
518,47889,0,0.7272727272727273
519,14534,0,0.4634146341463415
520,56583,0,0.25
521,41878,0,0.7
522,424,0,0.6363636363636364
523,35233,0,0.2857142857142857
524,14291,0,0.3181818181818182
525,103413,0,0.45454545454545453
526,11236,1,0.7333333333333333
527,11592,0,0.8356164383561644
528,8850,0,0.16129032258064516
529,10445,0,0.275
530,695,0,0.5102040816326531
531,43535,0,0.42857142857142855
532,12519,0,0.5263157894736842
533,23210,0,0.3157894736842105
534,858,1,0.52
535,867,0,0.6376811594202898
536,78,0,0.5882352941176471
537,13203,0,0.3333333333333333
538,10442,0,0.4074074074074074
539,11074,0,0.21052631578947367
540,33367,1,0.7142857142857143
541,9607,0,0.38095238095238093
542,17585,0,0.0
543,9057,0,0.35294117647058826
544,20967,0,0.5555555555555556
545,10635,0,0.3333333333333333
546,9479,0,0.6862745098039216
547,10057,0,0.5230769230769231
548,11969,0,0.5050505050505051
549,41590,0,0.3
550,319,0,0.4177215189873418
551,26408,1,0.5
552,15139,1,0.4772727272727273
553,161158,1,0.6428571428571429
554,218473,1,0.8
555,85247,0,0.3333333333333333
556,11446,0,0.47619047619047616
557,51980,0,0.5
558,24405,0,0.21875
559,11655,0,0.5384615384615384
560,11800,0,0.5
561,8223,0,0.55
562,14587,1,0.8666666666666667
563,31504,0,0.18181818181818182
564,41653,1,0.75
565,53185,0,0.825
566,95743,1,0.45
567,23637,1,0.625
568,17600,0,0.5789473684210527
569,10897,1,0.425
570,349394,1,0.75
571,21352,1,0.6363636363636364
572,68806,0,0.6
573,37345,1,0.5
574,32562,0,0.4222222222222222
575,47507,0,0.2
576,25403,0,0.7692307692307693
577,124304,1,0.7142857142857143
578,9066,1,0.5161290322580645
579,771,0,0.6
580,251,0,0.6533333333333333
581,812,0,0.6532258064516129
582,280,0,0.5
583,581,0,0.717741935483871
584,80350,1,0.4
585,268,0,0.22580645161290322
586,274,0,0.6503496503496503
587,408,0,0.576271186440678
588,10020,0,0.6407766990291263
589,10895,0,0.45977011494252873
590,114,0,0.4074074074074074
591,41043,1,0.9565217391304348
592,576,1,0.48717948717948717
593,15477,1,0.5263157894736842
594,59146,1,0.9
595,124472,1,1.0
596,30528,0,0.3076923076923077
597,7300,0,0.7205882352941176
598,10824,0,0.42857142857142855
599,261246,0,0.5
600,275,1,0.4827586206896552
601,25059,0,0.4
602,11827,0,0.3939393939393939
603,8766,0,0.575
604,23570,0,0.5483870967741935
605,47333,0,0.5909090909090909
606,54850,1,0.8
607,51242,0,0.4444444444444444
608,10112,0,0.30303030303030304
609,4307,0,0.6296296296296297
610,46029,1,0.5384615384615384
611,32308,0,0.2857142857142857
612,88893,0,0.5263157894736842
613,52873,0,0.5882352941176471
614,123505,0,0.6363636363636364
615,340210,0,0.3333333333333333
616,44281,1,1.0
617,28121,0,0.6111111111111112
618,12520,1,0.5428571428571428
619,1592,0,0.2857142857142857
620,166901,1,1.0
621,36447,0,0.625
622,19042,0,0.3448275862068966
623,38884,0,0.7317073170731707
624,47449,1,0.7272727272727273
625,36259,1,0.46153846153846156
626,41852,0,0.4166666666666667
627,40926,1,0.8181818181818182
628,9099,0,0.2
629,2021,0,0.7105263157894737
630,61752,0,0.5
631,10988,0,0.375
632,11479,0,0.15789473684210525
633,398959,0,0.8125
634,287305,0,0.5
635,339428,0,0.7142857142857143
636,12652,0,0.5652173913043478
637,10684,0,0.3870967741935484
638,954,0,0.6694214876033058
639,68445,1,0.6153846153846154
640,18989,0,0.5
641,10801,1,0.6666666666666666
642,54285,0,0.5
643,8840,0,0.5555555555555556
644,278978,0,0.6
645,124625,0,0.36363636363636365
646,11107,0,0.425531914893617
647,16417,1,0.8571428571428571
648,70934,1,0.8823529411764706
649,10363,0,0.5714285714285714
650,161070,0,0.3
651,10539,0,0.7285714285714285
652,10543,0,0.5853658536585366
653,18414,0,0.4594594594594595
654,47502,0,0.4
655,11902,1,0.6481481481481481
656,27098,0,0.5789473684210527
657,25087,0,0.3333333333333333
658,5801,0,0.8235294117647058
659,896,0,0.7666666666666667
660,3065,0,0.4782608695652174
661,318177,0,
662,2300,0,0.7569444444444444
663,8069,0,0.46808510638297873
664,288173,1,1.0
665,187851,0,0.8
666,27768,0,0.2
667,221917,0,0.6666666666666666
668,8072,0,0.5882352941176471
669,35797,0,0.6206896551724138
670,88030,0,0.6666666666666666
671,185191,1,1.0
672,83857,0,0.625
673,33245,0,0.42105263157894735
674,124460,1,0.6
675,27281,1,0.25
676,105045,1,0.6923076923076923
677,40001,0,0.5416666666666666
678,29621,0,0.5483870967741935
679,117730,1,1.0
680,20762,0,0.23076923076923078
681,37144,1,0.6666666666666666
682,48260,0,0.8125
683,12656,0,0.36363636363636365
684,38867,1,0.7
685,277270,1,0.5555555555555556
686,25969,0,0.4
687,44103,1,0.7391304347826086
688,753,0,0.391304347826087
689,43634,1,0.5555555555555556
690,9103,0,0.5
691,90214,0,0.3
692,29649,0,0.3888888888888889
693,10990,0,0.2857142857142857
694,8866,0,0.7457627118644068
695,12233,0,0.46153846153846156
696,23449,1,0.15384615384615385
697,36355,0,0.2222222222222222
698,37667,1,0.3333333333333333
699,90148,1,0.8181818181818182
700,922,1,0.4358974358974359
701,11876,0,0.5789473684210527
702,52633,0,0.7096774193548387
703,62364,1,0.7142857142857143
704,11687,0,0.5454545454545454
705,9304,0,0.4375
706,73183,1,0.7272727272727273
707,131232,1,1.0
708,9100,0,0.45454545454545453
709,20759,0,0.2
710,46063,0,0.3333333333333333
711,365371,0,
712,32513,0,0.5625
713,40651,0,0.4
714,36915,0,0.3181818181818182
715,40507,0,0.5405405405405406
716,9802,0,0.32142857142857145
717,25697,0,0.6
718,21588,0,0.8148148148148148
719,664,0,0.6226415094339622
720,11867,0,0.45161290322580644
721,47119,0,0.7272727272727273
722,314352,1,0.7777777777777778
723,9323,0,0.6792452830188679
724,10280,0,0.2222222222222222
725,10535,0,0.27450980392156865
726,124613,0,0.6153846153846154
727,532,0,0.7272727272727273
728,26744,1,0.4444444444444444
729,16299,0,0.4482758620689655
730,10547,1,0.7325581395348837
731,245268,1,0.4375
732,935,0,0.5306122448979592
733,55613,0,0.5333333333333333
734,215107,0,0.6
735,41007,0,0.71875
736,35645,0,0.5882352941176471
737,110465,1,0.5
738,255546,1,0.9230769230769231
739,40751,0,0.5
740,275096,1,1.0
741,85778,1,1.0
742,11101,0,0.5357142857142857
743,9826,1,0.23809523809523808
744,9879,1,0.5434782608695652
745,63564,0,0.3333333333333333
746,22621,0,0.625
747,7095,0,0.4
748,26890,1,0.5675675675675675
749,46732,1,0.3125
750,124633,1,0.7058823529411765
751,202425,1,1.0
752,196940,1,1.0
753,77771,1,0.9
754,181083,1,1.0
755,41225,0,0.5932203389830508
756,188589,1,0.5
757,87190,0,0.14285714285714285
758,627,0,0.6268656716417911
759,32872,0,0.4473684210526316
760,602,0,0.5606060606060606
761,14553,0,0.38095238095238093
762,9566,0,0.45161290322580644
763,10545,0,0.5192307692307693
764,9894,0,0.32142857142857145
765,11543,0,0.484375
766,9268,0,0.6758620689655173
767,52059,1,1.0
768,9327,0,0.3125
769,123763,1,0.6
770,81949,0,0.46153846153846156
771,42005,0,0.0
772,124306,1,0.5
773,183955,1,0.6
774,44535,0,0.18181818181818182
775,44495,0,0.7142857142857143
776,78285,1,0.7857142857142857
777,11228,0,0.7207207207207207
778,10779,0,0.5957446808510638
779,26748,0,0.5333333333333333
780,38223,1,0.7
781,9294,0,0.34615384615384615
782,49963,1,0.7272727272727273
783,11363,0,0.4375
784,1645,0,0.2222222222222222
785,31546,0,0.25984251968503935
786,77056,0,0.85
787,36344,1,0.7
788,18550,0,0.17647058823529413
789,11511,0,0.4375
790,172198,1,0.7777777777777778
791,34170,1,0.38095238095238093
792,281085,1,0.375
793,109478,1,0.55
794,124645,0,0.6153846153846154
795,12606,1,0.48148148148148145
796,69895,0,0.625
797,35206,0,0.6326530612244898
798,151489,1,0.8571428571428571
799,4837,0,0.5769230769230769
800,12632,0,0.4117647058823529
801,9098,0,0.6923076923076923
802,282919,0,0.5555555555555556
803,124614,1,0.8
804,18975,0,0.38461538461538464
805,11962,0,0.375
806,2925,0,0.6666666666666666
807,28628,1,0.375
808,3595,0,0.42592592592592593
809,9308,0,0.2727272727272727
810,92381,0,0.6
811,18555,1,0.6470588235294118
812,12123,0,0.5816326530612245
813,10830,0,0.4444444444444444
814,3573,0,0.7166666666666667
815,10546,0,0.25925925925925924
816,18862,0,0.46153846153846156
817,31417,0,0.5652173913043478
818,9431,0,0.6511627906976745
819,124619,1,1.0
820,297645,1,1.0
821,48144,1,0.8571428571428571
822,46986,0,0.7
823,144982,1,0.5384615384615384
824,47907,1,0.5555555555555556
825,10061,0,0.46
826,36266,0,0.6521739130434783
827,549,0,0.3829787234042553
828,10478,0,0.5454545454545454
829,66634,1,0.3333333333333333
830,116690,1,0.7916666666666666
831,213917,1,0.7272727272727273
832,145925,1,0.84
833,100914,0,0.0
834,238,0,0.42
835,159,1,0.5405405405405406
836,11134,0,0.625
837,88224,1,1.0
838,132641,1,0.967741935483871
839,42758,0,0.5882352941176471
840,9303,1,0.6206896551724138
841,23945,0,0.4166666666666667
842,37820,1,0.7272727272727273
843,22479,0,0.5
844,9054,0,0.47058823529411764
845,241058,1,0.8
846,11985,0,0.36363636363636365
847,10232,0,0.35714285714285715
848,59569,0,0.45454545454545453
849,410921,1,0.6666666666666666
850,38955,0,0.5909090909090909
851,110513,0,0.7333333333333333
852,114089,0,0.0
853,11015,0,0.7105263157894737
854,9306,0,0.28125
855,12559,0,0.3181818181818182
856,58770,0,0.6176470588235294
857,124851,0,0.3333333333333333
858,3587,0,0.5238095238095238
859,10723,0,0.3448275862068966
860,56077,0,0.76
861,19004,0,0.4782608695652174
862,101230,1,0.6666666666666666
863,253632,0,0.6666666666666666
864,10987,0,0.5
865,44705,0,0.3076923076923077
866,20318,1,0.4375
867,43596,1,0.6785714285714286
868,79782,1,0.9090909090909091
869,26933,0,0.6818181818181818
870,27854,0,0.4444444444444444
871,981,1,0.4878048780487805
872,872,0,0.42857142857142855
873,2769,0,0.42857142857142855
874,13320,0,0.6842105263157895
875,164,0,0.42857142857142855
876,426,0,0.3684210526315789
877,567,0,0.4166666666666667
878,3078,1,0.32142857142857145
879,13528,1,0.5942028985507246
880,28288,0,0.3793103448275862
881,213,0,0.504
882,284,1,0.6078431372549019
883,239,1,0.6666666666666666
884,4808,0,0.5
885,289,1,0.463768115942029
886,963,0,0.28888888888888886
887,11113,1,0.42105263157894735
888,6620,1,0.532258064516129
889,804,0,0.543859649122807
890,26531,0,0.5957446808510638
891,909,0,0.5483870967741935
892,630,1,0.46875
893,770,1,0.6740331491712708
894,31044,0,0.5454545454545454
895,599,1,0.6222222222222222
896,15,0,0.6827956989247311
897,62,0,0.7088607594936709
898,121357,0,0.5
899,705,0,0.5869565217391305
900,22490,1,0.8835616438356164
901,223,0,0.5
902,25670,0,0.5855855855855856
903,303,0,0.49411764705882355
904,4174,0,0.15
905,8356,0,0.4473684210526316
906,381,0,0.391304347826087
907,20758,0,0.3333333333333333
908,29376,0,0.35294117647058826
909,1859,0,0.5074626865671642
910,18299,1,0.5625
911,17281,0,0.5833333333333334
912,64382,0,0.6428571428571429
913,10907,0,0.24242424242424243
914,32093,0,0.5535714285714286
915,1939,0,0.35714285714285715
916,22292,0,0.5365853658536586
917,3598,1,0.38095238095238093
918,3080,0,0.4642857142857143
919,198,0,0.2631578947368421
920,13562,0,0.35
921,1712,0,0.5333333333333333
922,220,0,0.5227272727272727
923,3529,0,0.5180722891566265
924,3085,1,0.3888888888888889
925,2897,0,0.6051873198847262
926,1585,1,0.5735294117647058
927,3083,1,0.5596707818930041
928,900,1,0.4411764705882353
929,43795,0,0.47619047619047616
930,85638,0,0.4444444444444444
931,50001,0,0.72
932,43905,0,0.4090909090909091
933,22688,0,0.5666666666666667
934,23114,0,0.5806451612903226
935,26378,0,0.47560975609756095
936,40206,0,0.3157894736842105
937,22356,0,0.3333333333333333
938,260,0,0.4642857142857143
939,43488,1,0.3333333333333333
940,22613,0,0.4
941,10331,0,0.35
942,488,0,0.3181818181818182
943,22733,0,0.44680851063829785
944,261,0,0.37037037037037035
945,57575,0,0.3333333333333333
946,32574,1,0.29411764705882354
947,22657,0,0.3181818181818182
948,76464,0,0.38095238095238093
949,22649,0,0.47058823529411764
950,176841,0,0.5357142857142857
951,125587,1,0.7222222222222222
952,39448,1,0.5833333333333334
953,52855,1,0.36363636363636365
954,39940,0,0.48148148148148145
955,172868,1,0.5
956,85328,0,0.5789473684210527
957,124632,1,1.0
958,11076,0,0.21428571428571427
959,63945,1,0.5384615384615384
960,58985,1,0.6296296296296297
961,890,0,0.5172413793103449
962,10861,0,0.5245901639344263
963,1770,1,0.40540540540540543
964,44465,1,0.36363636363636365
965,2033,0,0.4444444444444444
